site,latitude,longitude,height,source
CNCR,48.5387049335,-121.7493039837,55.69042,gage
CNG2,12.5011774777,-86.6993372446,513.46657,gage
CNPP,33.8576347047,-117.6089265632,300.28518,gage
COAG,32.8634632622,-115.1233489017,3.61359,gage
COBO,45.48580549,-122.79739735,46.8539,shakealert
COFC,40.5933681735,-105.1604513624,1595.12441,gage
COKG,32.850514021,-115.7285056207,-46.89364,gage
COLA,34.0809958483,-81.1216786323,81.5674,gage
COLV,48.5447633067,-117.9032692855,486.09573,gage
COND,45.23790526,-120.18138119,865.3971,shakealert
CONS,-35.33095656912197,-72.41217205152753,39.78907034451905,rtdb
COON,40.6525898688,-112.1210150631,1609.99949,gage
COPR,34.4149107085,-119.8795336271,-22.85505,gage
CORB,38.2021832245,-77.3734992385,35.91333,gage
CORO,9.32809,-75.28785,155.7873,rtdb
CORV,44.5855345545,-123.3046066647,105.59226,gage
COSO,35.982343129,-117.808894536,1455.08879,gage
COT1,32.2244547252,-110.9718813028,733.20076,gage
COT2,32.2374822542,-110.8309353878,758.81596,gage
COTD,33.73248808,-116.38689457,27.451,shakealert
COUG,46.05921502,-122.26077667,151.4295,shakealert
COUP,48.2173095822,-122.6856072586,21.00349,gage
COVG,30.4759135939,-90.0955438169,-5.97263,gage
CPBN,35.0717353168,-117.5730272689,835.82617,gage
CPCO,43.7220997005,-121.2331583903,2117.92978,gage
CPXF,46.84008392,-122.25652131,533.6073,shakealert
CPXX,46.8400839434,-122.256521419,533.59305,gage
CRBT,35.7916147415,-120.7507621078,205.43796,gage
CRCN,36.11398648,-119.56803763,25.4521,shakealert
CRFP,34.0390532955,-117.0996883645,688.81152,gage
CRGG,35.2420919706,-119.7248272385,1173.07123,gage
CRHS,33.82350688,-118.27277342,-23.4818,shakealert
CRIG,16.73632878141324,-99.13118087383066,88.36058421000772,rtdb
CRLR,18.4166871553,-68.9369047268,-5.56139,gage
CRO1,17.7569007083,-64.5843176207,-31.97863,gage
CROK,46.2745987515,-122.912545181,1.07407,gage
CROW,37.4330193544,-121.1005845936,3.80349,gage
CRRS,33.0698086362,-115.7350463041,-81.90038,gage
CRSE,18.7680785775,-69.0437090286,86.57493,gage
CRST,30.726076288,-86.5061731591,32.53593,gage
CRU1,34.0292635323,-119.7848195008,702.17012,gage
CSCI,34.168406106,-119.0389885757,70.84624,gage
CSDH,33.8614804422,-118.2567250946,-9.16241,gage
CSHR,46.87071886,-121.732422,2881.9853,rtdb
CSIG,26.836166270745935,-108.37116026997028,166.690899515269,rtdb
CSKI,47.3805702557,-122.2358036274,10.25164,gage
CSN1,34.2535527305,-118.5238193807,261.4135,gage
CSOM,-52.78080719723641,-69.22405220187541,84.7232965209015,rtdb
CSST,34.4080928543,-119.3712577406,162.48405,gage
CTDM,34.5165512991,-118.6132175186,406.07341,gage
CTGU,41.2893828113,-72.6679078539,-19.37452,gage
CTMC,39.7215305228,-105.1928864459,1818.96329,gage
CTMS,34.1241007007,-116.3704298067,966.48735,gage
CUGR,46.05951927,-122.26105606,152.8848,shakealert
CUHS,34.9426489832,-119.6739557659,634.95251,gage
CUPR,18.307446,-65.28253,-34.576,rtdb
CUSH,47.4233430023,-123.2199259042,217.05336,gage
CVHS,34.08201327,-117.90172438,119.062,shakealert
CYTE,37.2035160748,-121.7139666875,82.68639,gage
DAEX,32.2245022088,-115.4192141344,399.30931,gage
DAM2,34.3348377098,-118.3968716005,583.41371,gage
DAM3,34.3339931468,-118.3974739926,580.00542,gage
DDMN,37.7441824085,-118.9811945985,2265.4481,gage
DDSN,43.1187900564,-123.2442446858,953.09799,gage
DECH,38.0514883113,-119.0906074272,1947.56476,gage
DEEJ,47.46883589,-123.92614399,103.6449,shakealert
DEMA,20.300371572809325,-99.03536922053748,1984.1492241357037,rtdb
DENE,39.6767452972,-75.7430153662,5.26644,gage
DESC,32.8299213,-116.64180526,957.2608,shakealert
DEVT,40.06114,-105.2058,1570.835,rtdb
DGF1,-33.457280874722734,-70.6617198546314,581.3392306094994,rtdb
DHLG,33.3898056716,-115.7880331066,-83.04893,gage
DIAB,37.8785754203,-121.9156334201,990.39377,gage
DICA,11.04014,-74.82362,-4.15837,rtdb
DIXN,38.4687148239,-121.828646436,-9.20867,gage
DLNO,35.7499964,-119.24310179,63.0657,shakealert
DLUZ,33.4305892737,-117.3072264133,212.70835,gage
DMND,48.13677021,-117.16366013,718.1109,shakealert
DNRC,39.1600884408,-75.5236029752,-15.22211,gage
DOAR,17.021137820420464,-99.65074733674261,223.71309523050826,rtdb
DOBS,36.4254287692,-80.71992778,339.30464,gage
DOND,37.26425407,-119.6901288,665.8256,shakealert
DONO,36.6924965,-119.01798018,1187.8796,shakealert
DRAO,49.3226169936,-119.6249861514,541.87521,gage
DSHS,34.02393,-118.34854,-2.1049,rtdb
DSL1,70.333433754,-148.4727524746,17.02136,gage
DSME,33.03647981,-117.24954262,56.0832,shakealert
DSSC,33.7333326463,-116.7120954092,1660.86832,gage
DTPG,35.2674647478,-117.8458803509,910.22975,gage
DUBO,50.2588081674,-95.8661858882,245.29411,gage
DUBP,37.72762406,-121.85514116,202.7455,shakealert
DVPB,34.4134142786,-117.8601344095,1430.85465,gage
DVPT,47.6560692453,-118.1478168847,727.55318,gage
DYH2,33.9383162382,-118.1274664456,10.81097,gage
EBMD,37.8150099228,-122.2838121015,-15.82225,gage
EBRD,1.98931,-77.10109,638.2676,rtdb
EC01,39.6518243079,-106.8477193199,1986.83637,gage
ECFS,33.6476866255,-117.4117017287,801.38985,gage
ECHO,37.9155320711,-114.2642512364,1684.1026,gage
ECSD,43.7336991708,-96.6140106182,444.33983,gage
EDOC,70.3102676156,-148.3184875486,22.3322,gage
EDPP,34.9461952689,-118.8304143851,379.8493,gage
EGAN,39.345244,-114.938854,1998.271,rtdb
ELDC,58.971866221,-135.2222014114,13.87189,gage
ELIZ,49.8730518862,-127.1226660328,164.7627,gage
ELKO,40.9146887769,-115.817202249,2016.88631,gage
ELLY,33.5835003538,-118.1287925426,-2.89928,gage
ELSC,34.029736005,-118.208440209,61.12378,gage
ELSG,33.6491429777,-117.4260262655,811.32259,gage
ELSR,47.4976030307,-122.7605865069,115.1727,gage
ELTN,34.70311855,-118.42573521,916.4964,shakealert
ELVI,10.394696909,-85.4458055519,81.83992,gage
ENTR,45.431255,-117.28808489,1126.5605,shakealert
ENUM,47.2062057212,-121.9555866118,227.03328,gage
EOCG,34.4508489791,-119.7697830341,42.42984,gage
EOUT,41.253197,-111.928908,1677.849,rtdb
EPHR,47.3293342663,-119.5446824081,375.40349,gage
EPZA,10.1409395763,-85.5680638119,668.55281,gage
ERL2,19.85229,-155.926809,30.5,rtdb
ERRG,33.1164461568,-115.8227367067,-92.40516,gage
ESRS,34.0736823712,-106.9188700497,1415.85396,gage
ESRX,34.073662,-106.918873,1416.3,rtdb
EUCH,44.8347409708,-123.8708121833,721.91641,gage
EWPP,34.1042001763,-117.5255918955,330.46274,gage
EXU0,23.564,-75.873,-12.0,rtdb
EYAC,60.548703845,-145.749857661,146.0604,rtdb
EYC2,60.548751583,-145.750117361,135.99,rtdb
FAI1,64.8096275237,-147.8473427612,149.56104,gage
FAIR,64.9779946626,-147.499242809,319.02531,gage
FARB,37.69721265,-123.00077582,-21.7558,shakealert
FARI,37.6972638313,-123.0007299209,-20.82493,gage
FBAQ,-20.13463236766438,-69.75541971202904,1098.3744708003098,rtdb
FCDE,25.6172560417,-80.3053514571,-24.45919,gage
FCI1,25.9057046951,-80.1374531676,-22.75722,gage
FCI2,25.9058407438,-80.138359382,-24.68404,gage
FCTF,34.06659493,-118.4421396,148.8708,shakealert
FERN,35.3418706719,-112.4547401502,1767.90643,gage
FGST,34.7330126451,-120.0093896764,904.08682,gage
FHOG,34.093547176,-116.9358732036,1588.66955,gage
FLIN,54.7255828147,-101.9780400175,311.59305,gage
FLNT,36.8490816719,-121.4527746212,44.90255,gage
FMTP,34.4098667415,-118.8941507747,362.76353,gage
FMVT,34.356339086,-118.8840392493,616.98003,gage
FOOT,39.3693952487,-113.8053768489,1547.37727,gage
FORE,40.5118952193,-111.3803314869,1796.65943,gage
FOXG,34.7339127312,-118.2405038334,688.75924,gage
FRED,36.9883305598,-112.4992205396,1529.71918,gage
FS63,61.4696712596,-149.7232829896,43.64338,gage
FS82,61.5486992733,-149.8160707675,60.83085,gage
FSHB,32.944989646,-115.7999461291,134.99077,gage
FUTF,-43.1905392796523,-71.84839541589815,381.8570611997092,rtdb
FVPK,33.66232985,-117.93572157,-11.5575,shakealert
FWBD,44.29188683,-117.2216448,631.42,shakealert
FZHS,34.800194664,-118.8933870631,1273.72741,gage
GACC,33.5457589009,-82.1338136592,98.47496,gage
GACR,32.3809611191,-83.3462321794,97.85293,gage
GARF,41.4157813941,-81.6148997778,253.07491,gage
GARL,40.4165252465,-119.3554612033,1640.22636,gage
GASB,39.65470659,-122.71593427,1361.9432,shakealert
GAST,35.3110609119,-81.1887695513,212.3569,gage
GCEA,19.2930205444,-81.3780252161,16.03384,gage
GCFS,19.312862435,-81.1835347839,-10.76454,gage
GDEC,35.1894173106,-119.8636879631,566.25417,gage
GDMA,47.7485515626,-90.3412568049,157.42162,gage
GERD,16.7948384358,-62.1942984852,123.40636,rtdb
GHRP,34.2038907181,-117.3979007988,628.58419,gage
GLDR,49.68148443,-126.1273334,-9.3198,shakealert
GLRS,33.2748107478,-115.5213749602,-48.66047,gage
GLWD,46.0198272,-121.2886099,560.9928,shakealert
GMAG,34.2914341996,-116.3825690776,866.74434,gage
GMPK,33.0510837379,-114.8273481431,591.17784,gage
GMRC,34.7839960504,-115.6602323324,1298.19808,gage
GNPS,34.3085549103,-114.1894528955,232.38692,gage
GNVL,29.6865499028,-82.2768783577,22.43872,gage
GOBS,45.8388170864,-120.8146793837,621.4592,gage
GODE,39.0217283279,-76.8268337488,14.48847,gage
GOGA,33.414741,-83.473218,123.91,rtdb
GOL2,35.4251552544,-116.8892535089,986.63811,gage
GOLD,35.4251552481,-116.8892535054,986.63979,gage
GOLY,45.8286965799,-120.8024602784,500.17116,gage
GOSH,40.6401670192,-114.1797017405,1560.18331,gage
GOUT,39.9133,-111.8954,1514.0,rtdb
GR8R,36.39901516,-120.4157353,206.0189,shakealert
GRCK,48.1435840955,-117.6645726331,669.72926,gage
GRE0,12.2217,-61.6404,20.0,rtdb
GRIS,29.2655281521,-89.9573044931,-17.14024,gage
GRMD,46.7954849775,-123.0225996746,30.71744,gage
GRNX,63.8354961434,-148.9781965631,594.48892,gage
GRTN,38.8595442567,-83.8790961798,251.98631,gage
GRZA,9.9155238382,-85.6356150517,39.65921,gage
GSC1,39.5469628534,-107.3275378837,1756.40768,gage
GTA1,-20.56568903989829,-70.18073720332492,107.71319711485792,rtdb
GTK0,21.432815,-71.14463,-30.703,rtdb
GTPS,42.43449337,-123.29738311,278.6043,shakealert
GTRG,43.2440901248,-113.2412170314,1539.1179,gage
GUAP,2.57448,-77.89468,23.56262,rtdb
GUAX,28.8834071913889,-118.289679133333,43.274,rtdb
GV01,-0.7824019325,-91.1133729469,1044.07617,gage
GV07,-0.840526322,-91.1526113723,1027.6607,gage
GV08,-0.8420071506,-91.1344045697,905.70615,gage
GV10,-0.8492581134,-91.1510447333,1046.30399,gage
GV12,-0.8064459801,-91.1703258504,1066.95167,gage
GVRS,34.0474491424,-118.1129013725,154.4777,gage
GZKA,33.2601252231,-116.3772794314,153.16195,gage
HAHD,47.2907994692,-121.7880859826,853.93788,gage
HALF,44.8723891,-117.09983238,783.4314,shakealert
HAMM,30.5130752139,-90.4676286103,5.86735,gage
HAMP,42.3177526337,-72.6395631787,41.16611,gage
HAR7,35.01154056,-117.29921521,590.2533,shakealert
HARA,35.0115407187,-117.2992152474,590.2692,gage
HBCH,43.8462542879,-82.6430834025,145.64046,gage
HBCO,33.7836490377,-118.2858025749,-26.88096,gage
HCES,36.332605,-89.171767,77.9913,rtdb
HCMN,34.7547729101,-116.4300788678,568.74243,gage
HCRO,40.8159162519,-121.4699033582,1000.08694,gage
HDIL,40.555878,-89.293981,201.064,rtdb
HELB,36.67884195,-119.02296905,1105.3405,shakealert
HELP,36.6801501,-119.02281891,1120.4319,shakealert
HIPT,35.9656987755,-80.0136016018,266.58216,gage
HIVI,34.759920749,-117.799458549,930.86483,gage
HLFX,44.6835511828,-63.6112838329,3.09036,gage
HLID,43.562581,-114.414045,1769.7075,rtdb
HLN2,-35.0098916722027,-71.9301851367705,75.61969536755193,rtdb
HLPN,-36.747826345818645,-73.19025651541699,69.93437075490483,rtdb
HLSY,44.37756385,-123.10912046,71.8878,shakealert
HMTG,33.7080979403,-117.0015076054,577.00655,gage
HNPS,33.7050045884,-115.6353387463,393.93757,gage
HNPT,38.5888173235,-76.1303772451,-28.01787,gage
HOFN,64.2672947463,-15.1979141764,82.96901,gage
HOGS,35.8667180217,-120.4795039594,762.85622,gage
HOL3,34.458156567,-117.8451326907,1239.41271,gage
HOLB,50.6403512424,-128.1350012189,559.63948,gage
HOLM,70.7363018053,-117.7612455046,0.48081,gage
HOLP,33.924542576,-118.1681788178,-6.75853,gage
HOPB,38.99518619,-123.07473449,353.2253,shakealert
HOPL,38.9951868318,-123.0747081983,354.72076,gage
HOTK,37.6585874502,-118.8212543185,2143.31853,gage
HOUM,29.5922577467,-90.7236176213,-12.78065,gage
HPIG,26.936782672468365,-105.66399305907302,1766.948086728361,rtdb
HUA2,10.0177322897,-85.3516929236,594.18078,gage
HUNT,35.8808127645,-120.4023884526,449.34274,gage
HUSB,44.1195254792,-121.8493652709,2038.5205,gage
HVWY,44.6135994685,-110.5359661232,2406.79444,gage
HVYS,34.441233161,-119.187548946,373.93544,gage
HWUT,41.6072393568,-111.5651193123,1714.93195,gage
I40A,34.7273233514,-115.9114518956,765.30901,gage
ICT1,37.5877206608,-97.3088906323,363.34136,gage
IDBY,43.8203591553,-111.7835535136,1493.11933,gage
IDDR,43.7461154201,-111.1102740309,1863.93021,gage
IDIF,43.5185820441,-112.0520051005,1438.06422,gage
IDIR,43.4094756423,-111.2967039139,1614.31302,gage
IDNP,45.939707999,-116.1212775058,996.57266,gage
IDOG,33.7967977132,-116.2215177174,434.92836,gage
IDPO,42.8655580978,-112.4317648031,1379.39714,gage
IDQG,33.7679734392,-116.2389883384,-1.32792,gage
IDSN,45.1920718438,-113.896937209,1184.58854,gage
IDTD,43.6529404261,-116.2834115228,788.62321,gage
IGUA,18.391967885525425,-99.50240666665046,929.3973375836615,rtdb
IID2,32.7061675585,-115.0318055541,9.72372,gage
ILSA,39.7786351239,-89.6103038663,152.87316,gage
ILUC,40.0989981221,-88.2203001488,232.68552,gage
IMPS,34.1575617729,-115.1451030099,563.23082,gage
INAB,40.2982547702,-85.2114552985,265.92506,gage
IND1,9.8646261576,-85.5021956823,75.12847,gage
INEG,21.8561531228,-102.2842051344,1887.09775,gage
INGG,39.3598455921,-85.5149373089,253.40222,gage
INRI,4.90859,-75.89718,931.71742,rtdb
INSJ,5.0316,-75.85438,979.19837,rtdb
INTO,4.64222,-76.04278,1015.92239,rtdb
INVK,68.3061822851,-133.5269671476,46.32701,gage
INWN,41.0794067079,-86.6043012837,188.0347,gage
IQQE,-20.273547820198225,-70.13171258855121,39.46277237799764,rtdb
IRID,40.1782,-105.0891,1507.0,rtdb
ISCO,5.5443530599,-87.0558243171,10.3413,gage
ISGN,34.932189,-4.548291,1640.0,rtdb
ISLK,35.6622708371,-118.474306087,823.3601,gage
IWAW,-1.934605,29.147255,1516.0,rtdb
JAS1,32.82792264,-116.9880891,97.5148,shakealert
JASR,37.4034133,-122.2405221233,93.80751,gage
JCT1,30.479407,-99.801075,571.8277,rtdb
JEFF,19.942376719,-155.863980353,31.05,rtdb
JFWS,42.9142713927,-90.2481100713,293.56945,gage
JLN5,35.87317724,-120.8329084,140.8774,shakealert
JME2,18.2350482471,-72.5384057306,-8.4608,gage
JNHG,34.4490652866,-117.9554436129,1276.12827,gage
JOBO,48.56236947,-122.43730179,-11.528,shakealert
JPLM,34.2048224641,-118.1732345201,423.97451,gage
JRO1,46.2751235937,-122.2176184516,1275.61249,gage
JRSC,37.40625017,-122.2274033,144.249,shakealert
KAEO,21.215422,-157.226747,170.155,rtdb
KANZ,-1.646348,29.378114,2300.0,rtdb
KBRC,34.3985301386,-119.008205504,370.49018,gage
KENI,46.1978821695,-119.1586352122,146.06527,gage
KIR0,67.8775787538,21.0602486123,498.2033,gage
KKAI,19.065899,-155.799029,411.945,rtdb
KKN4,27.800733,85.278804,1896.0,rtdb
KLTS,46.6432056941,-118.5581718882,257.23919,gage
KMBR,-1.827359954,29.2925867171,1471.79489,gage
KNGS,44.218691377,-76.5172706071,48.87091,gage
KNOL,37.6591173727,-118.9791781272,2651.76873,gage
KNTN,40.630463956,-83.6148101987,264.75172,gage
KOKB,22.1262695247,-159.6649409225,1167.36292,gage
KOOT,47.77074754,-116.80964453,685.758,shakealert
KRAC,37.7133100633,-118.8804768011,2377.74497,gage
KSU1,39.1007497566,-96.609483655,325.57443,gage
KTBW,47.5473182607,-122.7954201159,491.55848,gage
KTMT,54.08596891,-128.59808739,90.3598,shakealert
KUAH,19.051218,-155.57656,206.221,rtdb
KUGE,27.61842,85.53854,1511.0,rtdb
KVTX,27.5459502331,-97.8928848271,-2.6454,gage
KWBU,43.7523834037,-121.312006425,1762.53005,gage
KYBO,39.0383505872,-84.7236538818,233.70756,gage
KYMH,38.1841402188,-83.4365337926,221.54104,gage
KYTB,37.3532247098,-87.4967630119,134.01128,gage
KYTC,36.9891676163,-86.4745082532,115.61719,gage
KYTD,37.6818018166,-85.8506797202,207.00372,gage
KYTE,38.2766575695,-85.5983990983,156.60066,gage
KYTG,38.0755535689,-84.4922071369,263.84043,gage
KYTH,37.0703280953,-84.6182055092,263.46219,gage
KYTK,37.1514559377,-83.7595940029,243.79978,gage
KYTL,37.4833904194,-82.5354799392,185.68365,gage
KYVW,33.9253689468,-116.173399058,1498.19847,gage
L134,40.061278944,-105.2062111667,1573.264,rtdb
LAB1,1.85524,-76.09157,1311.60495,rtdb
LACR,40.85072,-115.70376,1666.0,rtdb
LAFE,9.8070631662,-84.9602819154,65.26625,gage
LAND,35.899793904,-120.4732915341,568.68358,gage
LANS,42.6738841204,-84.6633121289,241.09593,gage
LAPC,34.1819247735,-118.57465837,207.80604,gage
LBC1,33.8320726229,-118.1371909125,-21.98834,gage
LBC2,33.7916119525,-118.173249548,-28.45166,gage
LBCH,33.7877730356,-118.2033512757,-27.5812,gage
LCRS,46.81957691,-117.87861056,441.1593,shakealert
LCSO,44.63435057,-123.10666745,59.0689,shakealert
LDES,34.2673395607,-116.4328073926,978.08727,gage
LDSW,34.6994254488,-116.2091455115,640.9544,gage
LEBA,39.4305047918,-84.2831443187,224.23683,gage
LEDE,1.56647,-76.95106,2784.65026,rtdb
LEE2,34.13460343,-118.32176214,484.7878,shakealert
LEEP,34.1346032,-118.32176226,485.0862,shakealert
LEMA,36.29202534,-119.78239292,32.3973,shakealert
LEME,12.42748,-86.90963,78.0,rtdb
LEPA,9.9453753653,-85.0311934735,20.94553,gage
LESV,31.1424711077,-93.2689670225,75.64666,gage
LEWI,40.4035107965,-116.8618767004,2916.69003,gage
LFLO,43.9836052,-124.10771031,-6.4027,shakealert
LFRS,34.0950729092,-118.4128330264,146.89691,gage
LGWD,33.6405979763,-117.7644564725,88.68159,gage
LINC,37.6371927308,-119.0172920587,3056.99283,gage
LINH,47.0003338022,-120.5385046777,472.23269,gage
LINJ,34.6620231179,-118.1392062696,721.20503,gage
LITT,36.7458713476,-116.3082422075,1056.46489,gage
LJRN,34.8075247158,-118.8677472967,1422.47883,gage
LKCP,47.9443780463,-121.8308556395,178.27572,gage
LKHG,33.2360076595,-116.7587703267,823.26268,gage
LKWY,44.565074786,-110.4002240625,2424.36124,gage
LL01,34.4854593221,-117.8349613056,1005.31676,gage
LLAS,34.5859761981,-117.8379367244,812.47285,gage
LMCN,29.2549784245,-90.661301578,-16.2574,gage
LMHG,33.744202001,-117.3912893926,464.52146,gage
LMID,46.36938129,-120.28467383,211.706,shakealert
LMNL,10.2675092811,-85.0533314335,102.95356,gage
LMSG,33.8174012932,-117.4450767563,413.09035,gage
LMUT,40.2614188083,-111.9283181021,2311.98169,gage
LNDC,36.35995674,-119.05791004,144.3894,shakealert
LNIG,24.898143692216944,-99.46557934038668,275.77207793842314,rtdb
LNMT,35.0902015547,-116.9396559449,1345.29491,gage
LOLO,46.7628504037,-114.0968725406,1109.3371,gage
LOMP,34.6909240823,-120.4465873729,63.52744,gage
LONG,34.1119019993,-118.0034176713,74.2873,gage
LORS,34.133328996,-117.7540770729,448.88492,gage
LOWS,35.8287128493,-120.5942925654,428.67487,gage
LOZ1,44.619707,-74.582932,443.9172,rtdb
LPCG,34.31486469,-117.54636891,1315.2828,shakealert
LPHS,34.0267716015,-117.9567274302,68.48222,gage
LPIG,24.100996651654366,-110.309286830889,16.376497828200844,rtdb
LPSB,44.05122768,-123.09008787,117.6981,shakealert
LRRG,34.5270603838,-118.0299934856,875.00467,gage
LSIG,47.69519959,-121.68956766,527.1529,shakealert
LSON,45.3595321725,-121.6472287279,1999.4303,gage
LSUA,31.1787768856,-92.4123257527,4.66581,gage
LTAH,47.2824267597,-117.1638880607,735.56783,gage
LTUT,41.5920968783,-112.2468416443,1564.94562,gage
LUTZ,37.2868535915,-121.8652329576,94.94594,gage
LVEG,19.2227165588,-70.5310863446,78.56215,gage
LVFP,17.9811,-67.0082,-19.311,rtdb
LVLP,18.014868,-66.980141,-35.407,rtdb
LVMS,34.7336073901,-119.103693121,1543.08084,gage
LWCK,46.27813265,-124.0538468589,39.07331,gage
LWST,46.3731768872,-117.0023101925,427.11798,gage
MAHU,20.191949,-155.894755,98.5,rtdb
MAKA,6.33668,-72.66202,1632.1215,rtdb
MANA,12.1489369,-86.248994,71.04,rtdb
MAR6,60.5951465753,17.2585335032,75.62552,gage
MASW,35.83259951,-120.44306626,713.6822,shakealert
MAT2,33.8567629233,-117.4367056335,398.2956,gage
MAUI,20.7066611431,-156.2570368996,3062.08612,gage
MAWY,44.9734264828,-110.6893048585,1824.26095,gage
MBAK,48.8633089,-121.680758,1288.13,shakealert
MBGP,17.93599,-66.936766,5.331,rtdb
MBIG,32.408911849816704,-115.19598961955124,-21.455445606228576,rtdb
MC01,39.0912239897,-108.5281465085,1437.17521,gage
MC02,39.0146977468,-108.4900470044,1490.41707,gage
MC03,39.1899444883,-108.7306219902,1379.15939,gage
MC04,38.6841637919,-108.973855794,1400.8619,gage
MC05,38.7395552614,-108.0729835401,1505.06201,gage
MC06,39.222529574,-108.8516562744,1392.45333,gage
MC07,39.3177764953,-108.212880814,1488.18872,gage
MC08,39.2357150768,-107.9776588618,1834.93384,gage
MC09,38.2432301879,-108.5581499763,1792.96065,gage
MCCM,38.14478899,-122.88019511,-3.7297,shakealert
MCIG,27.877051513437547,-101.4837026262046,458.6567887686264,rtdb
MCLM,38.87857927,-122.4428989,703.5659,shakealert
MCNE,30.1805666677,-93.2177445924,-10.0482,gage
MCSO,44.9738096548,-122.9557514303,52.81497,gage
MDMT,42.4183400737,-121.2216047266,1710.52097,gage
MDO1,30.6805100627,-104.0149958724,2004.47073,gage
MDRS,44.66402865,-121.13042176,736.0239,shakealert
MEE1,36.186903,-120.758601,788.7707,rtdb
MEE2,36.180523,-120.766845,681.4367,rtdb
MERC,36.6325104753,-115.9790193901,1256.91391,gage
MFLD,44.6368420644,-90.1349805781,341.71318,gage
MGRB,48.9996951,-124.69708852,1291.0671,shakealert
MHC2,37.3415328313,-121.6425836827,1261.89146,gage
MHCB,37.34153264,-121.64258363,1261.763,shakealert
MHDL,37.84232447,-122.49433983,65.8907,shakealert
MHLD,37.84232481,-122.49433942,65.8653,shakealert
MHMS,33.9390574318,-118.2441397706,-2.50166,gage
MIAR,43.9826525064,-83.9798774086,163.22911,gage
MICW,41.9397103494,-84.9798614075,266.35616,gage
MIDA,35.92191408,-120.45883643,570.6104,shakealert
MIDS,43.0499662311,-83.5197261241,212.86545,gage
MIG1,34.0382628496,-120.3513997254,130.91461,gage
MIGD,45.0265843741,-84.6447332073,367.9424,gage
MIHO,42.8141542295,-86.0839937147,158.83709,gage
MIHT,43.6880563329,-86.3645763424,188.84954,gage
MILK,34.1368337605,-118.126263014,243.32244,gage
MILP,37.4490414537,-121.8340864174,336.27325,gage
MIMN,44.3724759989,-86.1628695957,214.80063,gage
MIMQ,46.5455479052,-87.3787008563,155.11772,gage
MINE,40.1483640313,-116.0955160406,2075.64966,gage
MINI,41.8093838065,-86.2237738725,200.74682,gage
MINS,37.653763255,-119.0609042009,2776.91107,gage
MIPR,17.886255,-66.526682,-7.7769,rtdb
MJPK,33.7144841451,-117.5504777394,1527.97393,gage
MKAH,48.3706735669,-124.5892248712,23.67074,gage
MKEA,19.8013605843,-155.4563530746,3754.64223,gage
MLAN,19.942376719,-155.863980353,31.05,rtdb
MLFP,33.9184058082,-117.3179649545,472.96023,gage
MLKE,47.13092494,-119.27407433,314.3322,shakealert
MNBD,48.6276957346,-94.0672817626,318.90598,gage
MNBE,43.662878797,-94.1221059397,302.35202,gage
MNCA,43.6329572655,-91.4962558122,339.59408,gage
MNDN,48.5723644134,-96.9146616355,224.27459,gage
MNGR,45.5583022104,-96.4940650785,310.86037,gage
MNJC,46.9782965435,-93.2737006576,350.93661,gage
MNMC,35.96947273,-120.43405748,1061.8541,shakealert
MNRC,38.87872722,-122.44280496,707.8022,shakealert
MNRM,43.6373765861,-95.7701358128,488.7785,gage
MNRT,46.490509065,-96.2912837782,345.2039,gage
MNRV,48.7893956253,-95.0512549537,336.45563,gage
MNSC,45.7130395288,-94.9312594518,354.12981,gage
MNTF,48.1191589245,-96.2074227771,326.19322,gage
MNVI,47.5232777031,-92.5615243309,414.36844,gage
MOAL,40.2557717545,-94.2997085189,253.82221,gage
MODB,41.9023239359,-120.3028352044,1567.20643,gage
MOED,40.1865782468,-92.1750923017,193.56288,gage
MOEL,38.3471393778,-92.5953827978,261.35981,gage
MOGF,37.4293174986,-93.8461142238,299.62824,gage
MOIL,40.7107,-115.41208,2197.0,rtdb
MOM0,12.406096,-86.540878,395.665,rtdb
MONB,37.48532674,-121.86687114,750.3343,shakealert
MONP,32.891942849,-116.4223573811,1842.54216,gage
MONT,46.98285388,-123.6035583,8.0078,shakealert
MOOT,44.0515421127,-121.6694228669,2254.26369,gage
MOPN,40.4173591725,-93.5775232884,273.21365,gage
MOPR,18.076904,-67.931154,-38.3,rtdb
MORA,8.95891,-73.68301,62.35219,rtdb
MORP,55.2127935058,-1.685491087,144.44226,gage
MOUM,37.1584102841,-121.9034656159,965.74193,gage
MOVB,36.9601331188,-91.0605141535,135.63221,gage
MPLE,43.6150777732,-84.7617521584,200.62579,gage
MPUT,40.015599,-111.633629,1829.1684,rtdb
MPWD,34.2955143581,-118.8780242682,190.23216,gage
MRDM,34.17523135,-117.88169454,327.9942,shakealert
MRIB,49.46701596,-123.91407737,-7.7387,shakealert
MRSD,46.7853437909,-121.7420421589,1629.71179,gage
MRSH,38.1554596,-122.86871205,155.0666,shakealert
MSCG,34.03850221,-116.64796366,913.094,shakealert
MSD1,23.16044961,-109.7176550522,103.83729,gage
MSHP,37.55632378,-121.92489617,172.208,shakealert
MSOB,34.2308452276,-117.2101310576,1733.18269,gage
MSOL,46.9294031706,-114.1088650158,960.07751,gage
MTA1,34.0552212586,-118.2455092773,72.60935,gage
MTDT,46.588501785,-111.9936194579,1217.15876,gage
MTEI,45.7464034936,-108.6002224703,970.18049,gage
MTFV,48.2274735332,-114.3268372357,905.16673,gage
MTGG,33.1991650213,-116.6472324271,1066.69299,gage
MTHC,45.9378367229,-112.5100489107,1695.98547,gage
