site,latitude,longitude,height,source
P222,37.5392414601,-122.083270654,53.49475,gage
P223,37.7220549202,-122.0997848757,139.93508,gage
P224,37.8638973839,-122.2190659033,407.37079,gage
P225,37.7138666972,-122.0583339873,117.14407,gage
P226,37.3367774046,-121.8255919937,5.05989,gage
P227,37.5329746236,-121.789602646,707.43237,gage
P228,37.6018357501,-121.6869415843,399.0166,gage
P229,37.7494357759,-121.9779618425,289.32029,gage
P230,37.8189640482,-121.786404649,647.99178,gage
P231,36.6216799977,-121.9054180655,-26.35164,gage
P232,36.7240231316,-121.5790493487,105.34361,gage
P233,36.8004280915,-121.4202901473,196.80811,gage
P234,36.858528882,-121.5912334798,92.58144,gage
P235,36.8142750839,-121.54154877,361.68988,gage
P236,36.90354684,-121.55446737,56.1329,shakealert
P237,36.6370267863,-121.3868377281,711.56404,gage
P238,36.84908136,-121.45277424,44.8775,shakealert
P239,36.96246371,-121.54779341,18.4819,shakealert
P240,37.00780829,-121.54203944,25.7367,shakealert
P241,37.2130110259,-121.5742650891,834.22559,gage
P242,36.9539332492,-121.4631895603,14.69041,gage
P243,36.9181886531,-121.335157585,220.76363,gage
P244,37.0108232,-121.3545225,58.6888,shakealert
P245,37.713115759,-119.7061262954,1579.84023,gage
P247,36.5595211056,-121.1884407135,569.08341,gage
P248,37.9756080757,-121.8687022931,229.81053,gage
P249,36.6116450253,-121.0644159663,1155.75044,gage
P250,36.9500349567,-121.2684430617,584.69109,gage
P251,36.81144978,-121.34795498,128.2324,shakealert
P252,37.16955504,-121.05773416,40.1349,shakealert
P253,37.4784496239,-121.6530147654,1065.05636,gage
P254,37.4896320303,-121.4692004748,1076.1908,gage
P255,37.58188454,-121.32485762,73.4949,shakealert
P256,37.9319637812,-121.6048443992,-30.71571,gage
P257,37.75529008,-121.4640399,-24.6889,shakealert
P258,37.3853885943,-121.2832769176,390.80633,gage
P259,37.43301936,-121.10058448,3.7913,shakealert
P261,38.1529603473,-122.2175444127,118.14133,gage
P262,38.0251488753,-122.0961491591,-8.57583,gage
P263,38.5776945038,-122.4291812577,554.37624,gage
P264,38.444214463,-122.1953350188,231.03242,gage
P265,38.5301848334,-121.9541997339,7.99254,gage
P266,38.1839675595,-121.8435315235,22.4334,gage
P267,38.3803348683,-121.8232393864,-17.55307,gage
P268,38.4735255586,-121.646416358,-23.97863,gage
P269,38.9995245634,-122.3545583895,298.22063,gage
P270,39.2437691446,-122.0552181161,-12.40737,gage
P271,38.6573496064,-121.714554809,-18.49429,gage
P272,39.14548081,-121.94306726,-12.098,shakealert
P273,38.11581164,-121.38808274,-26.4982,shakealert
P274,38.28312226,-121.4605171,-27.915,shakealert
P275,38.3215283816,-121.2145911914,-5.30611,gage
P276,38.6453071113,-121.0951701122,207.25586,gage
P277,37.1923757217,-122.3668909949,115.28508,gage
P278,35.7112551379,-121.0607620294,465.89163,gage
P279,35.7906505537,-121.0620239514,469.92396,gage
P280,35.5440568997,-120.3476128208,476.4269,gage
P281,35.8410610171,-120.3894665801,383.82379,gage
P282,35.837809825,-120.3452191326,394.69687,gage
P283,35.8066704706,-120.2852612114,434.21519,gage
P284,35.9332634422,-120.9068517435,512.21938,gage
P285,36.4171796796,-120.9814862362,805.75725,gage
P286,36.5159086253,-120.8530607522,538.84417,gage
P287,36.0248381175,-120.6978391567,609.75053,gage
P288,36.1402098757,-120.8789091476,397.71431,gage
P289,36.1068448501,-120.7488235429,540.65635,gage
P290,36.1789389944,-120.7282570012,987.77067,gage
P291,35.9227802162,-120.6447781357,661.36164,gage
P292,36.00746,-120.47527,1016.0,rtdb
P293,36.089359,-120.542978,539.451,rtdb
P294,36.1232364991,-120.4398866789,509.41864,gage
P295,35.6970803675,-120.8423906025,583.49282,gage
P296,36.05165,-120.363546,265.92,rtdb
P297,35.974088781,-120.5518650936,629.30366,gage
P298,36.0158424947,-120.29406363,323.26532,gage
P299,36.256814,-120.710182,809.968,rtdb
P300,36.3044272914,-120.2769848529,137.28702,gage
P301,36.80629083,-120.74305743,89.2059,shakealert
P302,36.634727184,-120.6185798936,122.63415,gage
P303,37.0543829552,-120.7053005392,-2.44197,gage
P304,36.7390040453,-120.3566036032,16.84382,gage
P305,37.3522137337,-120.1967635641,96.06197,gage
P306,37.7951666309,-120.6444633605,82.51442,gage
P307,36.9472697841,-120.0579245968,48.60493,gage
P308,37.9011503095,-119.8402034415,1501.86342,gage
P309,38.0899898369,-120.9512425304,41.39177,gage
P310,38.7356065702,-120.3343420591,1791.30677,gage
P311,37.1775623731,-118.5198055797,3698.64295,gage
P312,39.5291805129,-123.6983822366,254.93591,gage
P313,39.5542899315,-123.5645521857,651.73962,gage
P314,39.6856650973,-123.5818559145,1251.91853,gage
P315,39.8635841771,-123.7169039244,257.99457,gage
P316,41.5591326,-124.086147,234.9561,shakealert
P317,39.9056704946,-123.5518567572,1118.64046,gage
P318,39.4523696913,-123.3718600243,594.93239,gage
P319,39.7070965658,-123.2950853057,513.04547,gage
P320,39.4928270834,-123.1867916645,392.41675,gage
P321,39.8972207622,-123.394953022,1133.65001,gage
P322,39.9621432661,-123.1824865271,1433.91679,gage
P324,40.2568380923,-123.6557421864,509.34089,gage
P325,41.151669738,-123.8826097427,914.58033,gage
P326,40.5753134688,-123.698934158,1261.68804,gage
P327,40.478859931,-123.5730685677,710.07068,gage
P329,40.0822144913,-123.4520516803,1034.61305,gage
P330,40.3240681985,-123.1355863962,1653.00729,gage
P331,40.73291379,-123.32414676,1541.9787,shakealert
P332,40.5466497869,-123.1745084911,684.47896,gage
P333,39.6213804644,-122.9757590931,2008.8322,gage
P334,39.4935912653,-122.7358766311,1936.22921,gage
P335,39.72618924,-122.87364198,2229.4809,shakealert
P336,39.5280792526,-122.4304886659,286.71206,gage
P337,40.2961881132,-122.8688094305,1193.32473,gage
P338,40.7475522602,-122.9230329351,672.21058,gage
P339,40.0341098886,-122.6682544663,979.5633,gage
P340,39.40933763,-123.04982779,864.6779,shakealert
P341,40.6506554273,-122.6069047246,406.82455,gage
P343,40.8871275206,-123.3342141521,1617.4656,gage
P344,39.9291223181,-122.0279766028,49.7427,gage
P345,40.2712336914,-122.2708112596,134.05465,gage
P346,39.7947091109,-120.8674686482,2037.3247,gage
P347,41.1833421779,-120.9484658368,1268.80274,gage
P348,40.9055448571,-121.8280074841,1668.05168,gage
P349,40.7310846542,-122.3193556104,275.37231,gage
P350,43.5327552258,-114.8628426973,2388.34463,gage
P351,43.87441464,-114.719163,2692.6076,rtdb
P352,43.8490574255,-114.0960790842,2474.66841,gage
P353,44.0545369796,-113.978805038,2041.00338,gage
P354,44.1085096975,-113.9789443815,2000.28568,gage
P355,44.2179196781,-113.7220907807,2329.21556,gage
P356,43.8166355251,-110.4891152226,2227.72515,gage
P357,44.2271037105,-113.5818951823,2295.33984,gage
P358,44.4018955787,-113.2406682045,2419.37695,gage
P359,43.4824887417,-111.5295040739,2116.43955,gage
P360,44.3178496333,-111.4506814808,1857.8338,gage
P361,44.5603461925,-111.4396932182,2930.93171,gage
P362,42.2091034794,-124.2257909952,1012.41386,gage
P363,42.860059,-124.054033,70.769,rtdb
P364,43.0903276693,-124.4092918564,6.45761,gage
P365,43.395517888,-124.2534845676,27.09819,gage
P366,43.6143101235,-123.9795959343,529.08761,gage
P367,44.5852457974,-124.0615725331,22.91221,gage
P368,42.5035238052,-123.3834233849,319.43834,gage
P369,43.14010418,-123.42946279,190.032,shakealert
P370,42.1909861497,-122.6563749403,555.03929,gage
P371,43.363272722,-123.057902283,1198.05938,gage
P372,45.4281359242,-117.2516608866,1208.30419,gage
P373,43.622518248,-123.3332773148,169.9233,gage
P374,44.3819250115,-123.5906423979,73.2155,gage
P375,44.6892537214,-123.4269888913,99.21014,gage
P376,44.9412018866,-123.1022686772,180.86616,gage
P377,44.0521176634,-122.8870607336,142.39885,gage
P378,44.5349814197,-122.9308838981,83.12024,gage
P379,44.4965,-122.577028,1222.146,rtdb
P380,42.2596692428,-121.779701205,1390.80462,gage
P381,43.0017752601,-119.9518066976,1567.45378,gage
P382,43.1770555185,-121.7695770235,1453.21721,gage
P383,44.3421833521,-122.2172231465,1295.57026,gage
P384,44.8411295165,-122.482820754,1182.56235,gage
P385,44.4348470723,-121.9458367834,1120.79646,gage
P386,44.4028261269,-118.9678205826,1103.49904,gage
P387,44.2967547313,-121.5744799742,962.58594,gage
P388,42.468778324,-120.3776142638,1405.73282,gage
P389,43.8119909907,-120.6033643667,1397.43176,gage
P390,43.0340063026,-118.9284930724,1554.84421,gage
P391,42.2546277588,-118.4124769919,1834.2298,gage
P392,43.4467573405,-119.0010042413,1315.50664,gage
P393,43.2344939185,-117.8920418671,1238.30127,gage
P394,44.8348794582,-117.7996412979,1010.6878,gage
P395,45.0222786179,-123.8575287197,53.03764,gage
P396,45.3095127127,-123.8228972069,54.5616,gage
P397,46.4216184211,-123.7991620503,566.31363,gage
P398,46.9257840523,-123.9161456329,23.54509,gage
P399,47.4339187534,-123.6129622761,919.44052,gage
P400,47.513347563,-123.8124518464,65.00751,gage
P401,47.9371872502,-124.557019111,36.22615,gage
P402,47.7662206884,-124.3058975661,23.75871,gage
P403,48.06232108,-124.14087616,284.7286,shakealert
P404,45.15853306,-123.3903300439,79.03083,gage
P405,45.6293262791,-123.6437588688,955.64866,gage
P406,45.1903714774,-123.1522589801,27.27605,gage
P407,45.9546487012,-123.9310067985,-13.10375,gage
P408,46.2005009114,-123.3765885818,35.27119,gage
P409,45.85129275,-123.2394796,177.2917,shakealert
P410,46.1111407995,-123.0786076663,173.11308,gage
P411,45.53799192,-123.15741925,83.3945,shakealert
P412,45.2211047921,-122.5891036928,53.19472,gage
P413,48.4265101558,-120.1495871262,501.24716,gage
P414,45.8348674454,-122.6928398437,63.82865,gage
P415,46.6559899361,-123.7298673714,-15.40157,gage
P416,47.0399407312,-121.5969310466,1576.50899,gage
P417,46.5747368985,-123.2979318544,102.46981,gage
P418,47.2366440604,-123.4078153142,115.15274,gage
P419,47.4092975602,-123.3665281659,935.97936,gage
P420,46.58860095,-122.86633408,74.0931,shakealert
P421,46.5318549039,-122.4292316039,220.56239,gage
P422,46.797863972,-116.9796870833,843.71746,gage
P423,47.28790232,-122.94121231,39.9585,shakealert
P424,47.8231824917,-122.8747146701,-1.58127,gage
P425,46.4526928097,-122.8454011991,64.25334,gage
P426,47.802723349,-122.5145877259,3.30583,gage
P427,45.4301775071,-122.3406337395,149.17476,gage
P429,45.6761265482,-121.8773628699,25.53714,gage
P430,47.003844,-123.436222,-4.3983,rtdb
P431,46.5720802558,-121.98845553,1422.69421,gage
P432,46.6228543304,-121.6832326264,318.86762,gage
P433,44.5325206716,-119.8720150429,1158.66774,gage
P434,47.7402009598,-121.0756117015,1698.02413,gage
P435,48.0595477826,-123.5032805301,287.33497,gage
P436,48.0453012037,-123.1343503091,190.89525,gage
P437,48.0018080013,-122.4591599444,12.45457,gage
P438,48.4191463511,-122.6702653687,-9.90743,gage
P439,48.7081910023,-122.9093059763,-13.86468,gage
P440,48.8561917195,-122.4933439037,6.35705,gage
P441,48.9159771967,-122.1396447857,115.20047,gage
P442,48.26047849,-121.61555259,146.8839,shakealert
P443,48.50964768,-121.28556,1062.1105,rtdb
P444,48.73021763,-121.06755088,493.8774,shakealert
P445,45.590121559,-120.6722492915,436.05202,gage
P446,46.1156612395,-122.8927900661,-16.46671,gage
P447,45.452819701,-119.6901278852,471.21882,gage
P448,45.9105769179,-120.005203445,261.41194,gage
P449,46.2597906986,-119.6309999241,208.41806,gage
P450,45.95333347,-119.54419754,163.6579,shakealert
P451,46.7927849825,-119.0413648548,351.42877,gage
P452,47.4035472693,-119.4872856366,323.04281,gage
P453,47.759131223,-118.7454600366,644.22177,gage
P454,47.9538142629,-118.9925817844,478.9409,gage
P455,44.485563,-112.728534,2594.547,rtdb
P456,44.8634855367,-111.2251108928,2956.33412,gage
P457,45.0412264418,-111.2726366619,2261.93743,gage
P458,44.7656860913,-111.3015138759,2393.92011,gage
P459,43.7483272538,-110.7458139618,2135.65978,gage
P460,45.1399847401,-111.0285978484,2197.82098,gage
P461,45.3542486424,-110.7586871986,1544.07406,gage
P462,36.0713151408,-116.6287112374,1334.38576,gage
P463,36.0224641918,-117.1646761004,1326.99906,gage
P464,36.15904423,-117.41000438,911.5109,shakealert
P465,36.4668334089,-118.1324375365,2901.54169,gage
P466,36.5312479856,-117.7894647748,2754.57778,gage
P467,36.5702012781,-118.0906273551,1380.1117,gage
P468,36.9756812626,-118.11836684,2853.30662,gage
P469,37.2314237605,-117.9358135446,1794.82727,gage
P470,34.4624053817,-117.393894006,991.38258,gage
P471,33.5621273368,-117.5408724849,174.74474,gage
P472,32.8892115827,-117.1047023705,137.81896,gage
P473,32.7337785182,-116.9495226568,188.53331,gage
P474,33.355195231,-117.2486988948,182.89221,gage
P475,32.6663983067,-117.2439424818,-25.07675,gage
P476,33.4396513568,-117.1896834986,309.73491,gage
P477,33.5028031699,-117.1133784073,334.43005,gage
P478,33.2357172693,-117.0715975797,371.55237,gage
P479,33.4933193899,-116.7829362358,1093.8168,gage
P480,32.9759977831,-116.3485424792,436.02009,gage
P481,32.8222408571,-116.0107977469,610.8968,gage
P482,33.2401811549,-116.6714192733,878.68853,gage
P483,33.059165931,-116.5693323257,1375.52965,gage
P484,33.3755940617,-116.6208441665,1382.46371,gage
P485,33.21021345,-116.40904542,372.1159,shakealert
P486,33.26019193,-116.32229206,126.2805,shakealert
P487,33.21353263,-116.18307834,90.2157,shakealert
P488,33.20101659,-116.07881534,61.7061,shakealert
P489,33.2962136,-116.11161334,290.2995,shakealert
P490,33.52346322,-116.4259099,2622.3994,shakealert
P491,33.5746793317,-116.2268292919,4.24315,gage
P492,32.8870494653,-115.969456698,68.83989,gage
P493,32.9547039293,-115.8248966187,197.4963,gage
P494,32.7596554191,-115.7320719379,-44.27868,gage
P495,33.0449610809,-115.6283971918,-84.07355,gage
P496,32.7506265018,-115.5959583882,-40.06714,gage
P497,32.8347357138,-115.577035611,-51.00568,gage
P498,32.8984314291,-115.5695698536,-58.05161,gage
P499,32.9796054113,-115.4879151236,-74.24806,gage
P500,32.6900458728,-115.2999344125,-20.61513,gage
P501,32.8757553842,-115.3979147355,-55.70058,gage
P502,32.9824501561,-115.4219140913,-66.08185,gage
P503,32.9489158441,-115.72018661,6.13422,gage
P504,33.5164094295,-115.7658506343,84.00757,gage
P505,33.4238726623,-115.6870027496,-57.80708,gage
P506,33.08142962,-115.51020012,-83.5399,shakealert
P507,33.1999742508,-115.6124086999,-78.63193,gage
P508,33.24777876,-115.42870845,10.7031,shakealert
P509,32.890661848,-115.2939196524,-29.65193,gage
P510,33.143573118,-115.343334915,1.51181,gage
P511,33.8869336979,-115.2961037404,273.32842,gage
P512,37.5626347049,-119.6944515851,1344.71123,gage
P513,34.9072659379,-120.6501804695,284.56433,gage
P514,35.0107176107,-120.4097570159,140.91419,gage
P515,34.8705570708,-120.2398586271,290.62357,gage
P516,35.1062038951,-120.3833994751,262.97514,gage
P517,34.3763672749,-118.1775787032,1959.16591,gage
P518,35.0200359494,-120.0753142919,1101.78792,gage
P519,34.5078139742,-119.7924451603,810.90814,gage
P520,34.6304860175,-119.6164132904,1250.83556,gage
P521,34.8885697627,-119.8153628984,1709.07703,gage
P522,35.0866125721,-119.5360683505,991.09674,gage
P523,35.3044530353,-120.860280573,41.36605,gage
P525,35.4257706855,-120.8081489421,271.36678,gage
P526,35.6359777562,-120.869744706,416.83824,gage
P527,35.754146955,-120.6047615346,347.92109,gage
P528,35.327814172,-120.5454559135,367.3537,gage
P529,35.4404541381,-120.3538352047,437.33759,gage
P530,35.6248037953,-120.4804408295,388.35575,gage
P531,35.7926929224,-120.5366071662,440.13047,gage
P532,35.6338136823,-120.267033278,533.25449,gage
P533,35.7479324759,-120.3709600137,603.19874,gage
P534,37.0612345997,-122.2376182505,204.24479,gage
P535,35.235129771,-120.1014287729,571.56978,gage
P536,35.2797699534,-120.025027189,665.38344,gage
P537,35.3167978771,-119.9353472076,581.82213,gage
P538,35.5341753153,-120.1125059854,641.19515,gage
P539,35.7026748262,-120.1820559459,601.11347,gage
P540,35.8012799112,-120.1306411353,393.72427,gage
P541,35.6867322292,-120.0006833406,209.21109,gage
P542,35.6889122276,-120.2926063575,587.96572,gage
P543,35.3189932663,-119.7132268304,544.05481,gage
P544,35.7312679094,-119.7380391953,33.53565,gage
P545,35.49984218,-119.53581196,50.5034,shakealert
P546,35.92790429,-120.15488868,635.27,shakealert
P547,35.93470377,-119.90936524,45.7743,shakealert
P548,34.4668085737,-119.5039521178,1134.84684,gage
P549,34.5996,-119.326338,1250.2763,rtdb
P550,34.6600847407,-119.114626734,1526.14498,gage
P551,34.8562001764,-119.1545765092,1550.30116,gage
P552,35.686727394,-120.2449669189,581.67983,gage
P553,34.8350951467,-118.8789737511,1335.86103,gage
P554,34.7922980504,-118.8480344463,1170.14978,gage
P555,34.6949918545,-118.669429033,1095.98493,gage
P556,34.7711097035,-118.5454586633,852.61007,gage
P557,34.9443855291,-118.6555919527,1818.22172,gage
P558,35.13860569,-118.61165934,1411.4408,shakealert
P559,34.838909,-118.617597,927.7012,rtdb
P560,34.8218118388,-118.5408718951,838.29777,gage
P561,34.6184608308,-118.3990610293,974.42986,gage
P562,34.982133,-118.188744,1241.0709,rtdb
P563,35.4186693612,-119.4211705622,56.50639,gage
P564,35.6229115238,-119.3493944668,60.43208,gage
P565,35.7438936058,-119.2366577735,62.59755,gage
P566,36.3244542264,-119.2292918637,77.91887,gage
P567,35.4209463812,-118.7535816487,706.33285,gage
P568,35.2543074909,-118.1265169536,1301.21112,gage
P569,35.3779687569,-118.1237716423,1275.72005,gage
P570,35.6673480417,-118.2600435017,810.86551,gage
P571,36.2313655055,-118.7667199996,914.20446,gage
P572,36.5855156594,-118.9546003443,1167.32268,gage
P573,36.093094246,-118.2605032572,2441.36831,gage
P574,34.2867707354,-117.6338913415,2873.77138,gage
P575,34.2155138304,-117.5421669946,1928.4095,gage
P576,35.66966626,-120.97000634,324.4087,shakealert
P577,34.3046059241,-117.3189187261,999.54253,gage
P578,35.6943326244,-120.2390367465,536.29092,gage
P579,35.0387630657,-118.0057691223,834.20278,gage
P580,35.6209465817,-117.192228007,1669.6084,gage
P581,34.5097398623,-117.7290066027,972.78855,gage
P582,34.6342592413,-117.5488643466,848.02283,gage
P583,34.987004362,-117.5433968362,730.75269,gage
P584,33.89260417,-116.9516466153,738.74546,gage
P585,34.0193482744,-116.5457507604,958.14684,gage
P586,34.53484367,-117.28052467,809.389,shakealert
P587,34.33223488,-118.0313437367,1600.76489,gage
P588,34.785437,-117.267599,709.7864,rtdb
P589,34.6206674079,-117.1101940327,1148.05279,gage
P590,35.11677751,-117.36475419,678.5052,shakealert
P591,35.1524253148,-118.0164788193,708.81369,gage
P592,35.2385519692,-117.3032330221,1049.31368,gage
P593,35.3878697139,-117.2050626951,1375.76123,gage
P594,35.8967088399,-117.3901355966,937.40541,gage
P595,35.6975567699,-117.402832164,644.45262,gage
P596,35.9981763736,-116.8895255609,430.46609,gage
P597,35.7105985884,-116.8883991591,1194.14456,gage
P598,34.1924621892,-116.7102714889,2746.46666,gage
P599,34.2171708888,-116.5374681964,1323.89818,gage
P600,33.8658460068,-116.2118800685,792.07029,gage
P601,33.9592960092,-116.0802316041,1242.627,gage
P602,35.729165834,-120.2278983238,648.23719,gage
P603,34.7169049488,-116.0295064187,624.70162,gage
P604,34.936827334,-116.6714572559,588.42282,gage
P605,34.3411289886,-117.9366720375,2419.72332,gage
P606,34.4620642688,-116.8796283663,863.35842,gage
P607,33.7410387591,-115.8206562111,958.70548,gage
P608,33.9940824608,-115.6866063684,632.29734,gage
P609,34.06268726,-116.89282227,2721.2173,shakealert
P610,34.4257458389,-115.7637279448,343.83806,gage
P611,35.2047723253,-115.6498144437,1333.01675,gage
P612,34.1873830495,-117.3155227459,531.70842,gage
P613,34.1961901347,-117.0499674773,2355.16003,gage
P614,34.7317924959,-115.2502654623,490.98165,gage
P615,35.2046082765,-116.7629126097,995.13182,gage
P616,35.4245641067,-117.893336942,1071.1787,gage
P617,35.3206419811,-116.5716477515,887.67238,gage
P618,35.1418883538,-116.103935265,263.36111,gage
P619,35.52594674,-116.1218058048,388.92554,gage
P620,35.7853629273,-116.1449229174,668.70945,gage
P621,35.4727590455,-115.5439530067,1420.4993,gage
P622,35.1629902214,-115.3658674797,1524.45618,gage
P623,34.1889323544,-114.5994076655,267.7413,gage
P625,34.8444420661,-114.9651465362,606.76644,gage
P626,35.29111808,-115.23828013,1442.6653,shakealert
P627,37.9731002534,-118.3785282124,2342.14136,gage
P628,37.9342298887,-119.249357169,2924.42741,gage
P629,37.375866103,-119.1793769867,2725.67997,gage
P630,37.6130360133,-119.0004461644,2740.58856,gage
P631,37.6053244379,-118.9159436999,2659.8162,gage
P632,37.7856644647,-119.0860787683,2389.80916,gage
P633,37.9134598958,-119.032991311,2293.00655,gage
P634,37.696591732,-119.0257840185,2467.43189,gage
P635,37.839313357,-119.137994426,2484.19932,gage
P636,37.9627708389,-119.1467107547,2739.05448,gage
P637,37.914105324,-119.0837023056,2031.6595,gage
P638,37.7343171387,-118.943482379,2491.89814,gage
P639,37.6545618941,-118.8687125264,2339.29407,gage
P640,37.8917381055,-118.9604115391,2200.93446,gage
P641,37.8781888018,-118.8519234149,2527.18983,gage
P642,37.5913663142,-118.8166741021,2667.37735,gage
P643,37.5615522884,-118.6981657712,2121.99104,gage
P644,37.4953915584,-118.6844066357,3458.63152,gage
P645,37.5412709642,-118.5934590062,2007.70729,gage
P646,37.6770340616,-118.8199914171,2102.00165,gage
P647,37.7543610814,-118.7677096853,2235.53127,gage
P648,37.800015394,-119.0192165093,2572.39674,gage
P649,37.9034559011,-118.7362332435,2153.95751,gage
P650,37.8912758948,-118.5549040982,2298.18142,gage
P651,37.5631085979,-118.3869863845,1316.70373,gage
P652,37.5891569897,-118.2384552264,3865.28886,gage
P653,37.7374989614,-118.4716637184,1826.29205,gage
P654,38.0579341839,-119.1501935933,2053.46362,gage
P655,41.2944848508,-122.2063258858,1542.50451,gage
P656,41.3448379348,-122.1958417122,2398.62807,gage
P657,41.3812382833,-122.293852206,1684.42018,gage
P658,41.4791759429,-122.1909158262,1915.17182,gage
P659,41.4537325089,-122.0926674433,1791.07335,gage
P660,41.4095904455,-122.0676816466,1587.17884,gage
P661,41.46359693,-122.31267418,1324.1689,shakealert
P663,41.53193875,-122.15292642,2237.9948,shakealert
P664,40.4731953142,-121.4959090954,2568.95702,gage
P665,40.4561275526,-121.5257586122,2326.65733,gage
P666,40.4653450111,-121.5145136063,2471.41781,gage
P667,40.4658261966,-121.467445205,2333.93375,gage
P668,40.5089927203,-121.4630815948,1982.38649,gage
P669,40.4921236988,-121.6037905599,1842.88084,gage
P670,40.5399042498,-121.5772006252,1731.67901,gage
P671,40.4091407024,-121.4282130594,1958.72278,gage
P672,41.7115690452,-121.5069418701,1435.06932,gage
P673,41.5858222494,-121.613018437,2017.77896,gage
P674,41.6163212844,-121.4899899678,1897.1646,gage
P675,42.2122199842,-112.718825764,1559.12119,gage
P676,44.6542146456,-111.3379549656,2189.80073,gage
P677,42.8789175642,-113.8683064231,1284.80519,gage
P678,43.4489622044,-112.8045547543,1535.32896,gage
P679,44.0398182355,-113.306484658,1936.40432,gage
P680,44.5983554882,-111.098753509,2315.93705,gage
P681,44.399776,-112.636473,1976.0646,rtdb
P682,42.5032993923,-110.9075300845,2323.97977,gage
P683,42.8266957914,-111.7345416745,2065.68685,gage
P684,43.9191469135,-111.4504905639,1693.91205,gage
P685,44.0679457945,-111.830158583,1606.81617,gage
P686,44.252053443,-111.1550400715,2165.30126,gage
P687,46.1095708902,-122.3546415891,391.06935,gage
P688,46.030120146,-122.1641633247,1165.72295,gage
P689,46.189552265,-122.3606225473,1359.4299,gage
P690,46.179987688,-122.1898720061,2078.86332,gage
P691,46.2314825726,-122.2269673404,1182.87918,gage
P692,46.2244972402,-122.1842103756,1491.84503,gage
P693,46.2103203389,-122.2023507076,2112.9117,gage
P694,46.2996283635,-122.1819337618,1725.65782,gage
P695,46.1989859761,-122.1642160225,2015.6298,gage
P696,46.1968799182,-122.1516386681,1599.98193,gage
P697,46.1876418073,-122.1766134751,2214.52114,gage
P698,46.1734643147,-122.1606140362,1479.34934,gage
P699,46.189783,-122.203226,2274.1161,rtdb
P700,46.178133701,-122.2173683521,1521.64246,gage
P701,46.19462,-122.133336,1247.789,rtdb
P702,46.3001601716,-122.3456505166,1305.68028,gage
P703,46.1452568396,-122.1961941016,988.37479,gage
P705,46.1729573411,-122.3105964658,1150.84371,gage
P706,45.0434685069,-112.5240931864,1810.70524,gage
P707,44.7187687674,-111.8371679435,2292.81131,gage
P708,43.78639,-110.933579,2999.256,rtdb
P709,44.3917939862,-110.2860105203,2379.70098,gage
P710,44.0957525825,-110.7321456865,2172.51669,gage
P711,44.6355632802,-110.8610703832,2118.72622,gage
P712,44.9574702529,-111.0723828515,2161.51801,gage
P713,44.38967101,-110.543734,2368.5655,rtdb
P714,44.8958478074,-110.7444262696,2250.50494,gage
P715,43.500767596,-109.6898554881,2988.23091,gage
P716,44.7182563626,-110.5115163567,2386.63913,gage
P717,44.4854048274,-109.8972955085,2270.22381,gage
P718,44.7530994446,-109.3763110176,2577.10597,gage
P719,45.2177559932,-111.7890279223,1706.33994,gage
P720,44.9430991186,-110.3062610169,1923.94482,gage
P721,45.0028741226,-110.0020530344,2236.29517,gage
P722,45.4572228519,-109.5710142623,1452.76969,gage
P723,37.380425563,-118.7247804782,3197.80942,gage
P724,37.4394764449,-118.5610729292,1371.62417,gage
P725,37.0888947309,-119.7456106423,330.95881,gage
P726,37.280527914,-118.1467000376,2202.12647,gage
P727,37.2735781399,-118.4667769155,2677.21705,gage
P728,39.1776988649,-106.973984038,3426.11341,gage
P729,34.2630833772,-119.0960664366,36.05451,gage
P730,41.3591961187,-120.8282540213,1822.47169,gage
P731,41.332513805,-120.4727658526,1391.27475,gage
P732,43.3924986119,-123.8913727445,582.09139,gage
P733,42.4420155155,-124.41329958,184.5868,gage
P734,42.0766344711,-124.2932593425,113.3566,gage
P735,42.6916090463,-123.2310020499,1577.67967,gage
P736,42.5798290265,-121.880131402,1259.54441,gage
P737,42.72714106,-122.6096386,1245.7478,shakealert
P738,42.5460796646,-119.6587051887,1706.76506,gage
P739,42.0201981557,-117.7254336168,1351.87619,gage
P740,33.5981955364,-116.5959807301,1372.07306,gage
P741,33.5574742193,-116.531026364,1371.2572,gage
P742,33.4955441515,-116.6025786997,1142.64254,gage
P744,32.8293827028,-115.5084091149,-52.73897,gage
P775,40.47538,-86.9920868,182.582,rtdb
P776,43.5432662938,-71.3785592268,476.93101,gage
P777,35.7026598882,-92.5454751392,335.37066,gage
P778,35.24034,-85.81487,552.254,rtdb
P779,35.2019419179,-82.8724816093,878.72589,gage
P780,18.0750276357,-66.5791338342,154.06131,gage
P781,37.69898,-121.07155,-9.7396,rtdb
P782,35.693814,-120.216175,538.608,rtdb
P783,40.807572032,-111.4147245969,1819.774,gage
P784,41.8308148063,-122.4204596477,802.23654,gage
P786,41.8454842716,-123.9807925544,83.9901,gage
P787,36.7994789104,-121.5808389269,113.64372,gage
P788,36.7443383002,-121.4787701642,626.64027,gage
P789,35.9465885191,-120.4717334489,503.39151,gage
P790,35.9291504328,-120.5153826974,553.7144,gage
P791,45.3445294571,-121.6726837849,1985.1791,gage
P792,46.2446209343,-122.1368927691,1256.86591,gage
P793,40.4787529922,-123.5731340948,709.8669,gage
P794,39.845678828,-122.9637613105,2088.61144,gage
P795,34.5081226763,-116.1481288993,1095.31415,gage
P796,32.4978711321,-114.7593506424,10.15765,gage
