FourCharID,Lat,Long,Height
ORES,34.739059,-120.278557,143.8524
ORMT,34.674904,-116.815091,1893.3457
OROV,48,-119,311
ORVB,39,-121,340
OSOR,-40.5972447246538,-73.10361818216082,84.34732868222143
OTHL,46,-119,314
OVLS,34.327359,-119.141946,69.218
OVSC,1.21019,-77.25663,2634.16185
OXMT,37,-122,209
OXPE,15.88871,-97.07526,73.532
OXTH,16.2863,-95.2408,39
OXUM,15.66227,-96.49903,79.969
OXYC,34.12881088,-118.207311687,209.83
OYLR,47,-122,25
OZST,34.68337,-119.353406,1059.1764
P001,31.949373,-112.80169,475.587
P002,39.521139,-117.186531,1741.6978
P003,32.722545,-114.004952,50.9807
P004,34.78438,-112.15197,1792.622
P005,39.91017,-115.27861,2016.321
P006,36.154183,-114.456898,365.986
P007,41.724196,-114.819698,1687.207
P008,36.142817,-111.130035,1522.878
P009,38.479931,-112.222714,1761.521
P010,34.66726,-113.73133,1399.869
P011,36.149828,-109.519227,1728.5081
P012,38.097433,-109.333835,1788.5064
P013,41.428737,-117.329979,1433.989
P014,31.97289,-111.09858,1068.889
P015,34.263811,-110.009485,1930.2094
P016,40.078122,-112.361402,1730.5158
P017,41.2757,-119.9359,2407
P018,42.98168,-117.06452,1434
P019,43.300191,-115.311647,1682.963
P020,47.002209,-118.56577,480.1252
P021,48.674693,-118.730253,1163.1622
P022,45.231786,-118.013772,888.118
P023,44.898428,-116.10299,1522.138
P024,47.56220217,-115.842434,1907.6294
P025,48.731009,-116.287495,695.894
P026,32.658961,-107.194873,1236.8687
P027,32.801854,-105.804149,2897.775
P028,36.031685,-107.908408,1933.1244
P029,38.439186,-107.63803,2456.208
P030,41.749815,-110.51281,2149.7828
P031,39.515497,-107.908671,1657.6145
P032,41.741673,-107.255923,2167.3034
P033,43.952899,-107.387547,1375.8603
P034,34.94562,-106.459266,1810.9221
P035,34.601393,-105.183602,1780.3703
P036,36.420275,-105.293653,2529.9144
P037,38.421754,-105.104683,1616.883
P038,34.147255,-103.407338,1212.9671
P039,36.448113,-103.153954,1493.5943
P040,38.071499,-102.686979,1102.6449
P041,39.949492,-105.194266,1728.8417
P042,42.051506,-104.910594,1422.4458
P043,43.881146,-104.185702,1490.9329
P044,40.171791,-103.222484,1411.0447
P045,45.382874,-112.617189,1618.201
P046,47.02959,-113.331718,1290.851
P047,48.42133,-113.21973,1476.082
P048,45.653038,-111.204196,1492.595
P049,47.349964,-110.906232,1186.0631
P050,48.809477,-111.248431,1266.8876
P051,45.806601,-108.546144,1081.0981
P052,47.374736,-107.018676,858.637
P053,48.72608021,-107.725419,814.9878
P054,45.846349,-104.441419,1093.1085
P055,47.116714,-104.685123,667.7602
P056,36.027437,-119.062869,101.9164
P057,41.756571,-112.623139,1382.2135
P058,40.876306,-124.075369,21.4178
P059,38.92834,-123.72618,-10.815
P060,40.997632,-122.414884,430.822
P061,42.967378,-124.014015,162.7699
P062,43.112383,-121.090698,1350.724
P063,44.922722,-120.946153,965.4057
P064,47.969842,-123.487688,1571.032
P066,32.616524,-116.169785,822.8926
P067,35.551751,-121.002959,107.0123
P068,39.30564,-117.98477,1456.51
P069,39.287941,-117.604895,1886.3892
P070,36.04478,-104.69799,1884.511
P071,39.346548,-117.40118,2085.3524
P072,39.521456,-116.740896,2061.1924
P073,39.50052,-116.424456,1943.256
P074,39.546423,-116.049583,1948.322
P075,39.374239,-115.888803,1882.262
P076,39.53606,-115.51258,2006.701
P077,39.388557,-115.43181,2334.86
P078,40.433335,-117.879778,1462
P079,39.255205,-114.691643,2747.043
P080,39.11943,-114.2772,1973.58
P081,39.067307,-113.871327,1588.1354
P082,39.26893,-113.505194,1381.694
P083,40.320577,-117.467622,1643.269
P084,40.493953,-113.054003,1432.7975
P085,40.495457,-116.736198,1661.8
P086,40.648795,-112.282072,1341.5013
P087,40.3632,-116.27925,2359.015
P088,40.771764,-111.722878,1921.179
P090,39.572799,-119.799838,1504.217
P091,36.61432,-117.531527,1967.517
P092,36.80419,-117.406788,2157.714
P093,36.606021,-117.99413,1339.723
P094,37.200832,-117.70418,1729.866
P095,39.698431,-119.536904,1608.8037
P096,39.795561,-119.305627,1243.868
P097,39.838802,-118.873845,1210.948
P098,39.88888222,-118.68441411,1286.5738
P099,39.21232,-118.15934,2456.263
P100,41.856796,-113.294201,1884.12
P101,41.692274,-111.236016,2016.1229
P102,39.924917,-115.555993,2718.732
P103,39.34514055,-113.042077,1491.3826
P104,39.186083,-112.71712,1397.5703
P105,39.387544,-112.504088,1431.4886
P106,39.458957,-112.262345,1559.5321
P107,35.132181,-107.88002,1991.6686
P108,39.588879,-111.944551,1683.2415
P109,39.59748,-111.65082,1761.687
P110,39.715228,-111.571142,2266.209
P111,41.81732,-113.012156,1366.2173
P112,39.816906,-111.449996,1930.3728
P113,40.671305,-113.278033,1317.6275
P114,40.633986,-112.527629,1352.3629
P115,40.47442,-112.42798,1642.704
P116,40.43402,-112.014215,2035.461
P117,40.435164,-111.751423,1628.9487
P118,40.635489,-111.349868,2082.5953
P119,40.731786,-111.257731,2045.3999
P120,35.007451,-105.626065,2090.661
P121,41.803388,-112.69829,1452.4432
P122,41.635364,-112.331916,1293.1916
P123,36.635172,-105.910846,2411.1988
P124,41.55759,-111.95735,1773.639
P125,41.589022,-111.898912,1522.112
P126,41.583239,-111.780527,1872.42
P127,39.499214,-119.599924,1523.9348
P128,39.48609,-119.06863,1320.581
P129,39.133889,-118.449588,1714.712
P130,39.268035,-118.937759,1380.0671
P131,39.454681,-118.351253,1825.647
P132,38.72884,-118.00485,1550.309
P133,38.7246,-118.4602,1782.415
P134,38.98087,-118.9304,1886.571
P135,38.704622,-119.015371,1692.1404
P136,38.761367,-119.458526,1773.2702
P137,40.77979,-119.47675,1332.316
P138,40.24217836,-119.01016464,1243.7123
P139,39.9082,-119.72244,1523.547
P140,38.829235,-120.693194,1079.2216
P141,39.0468,-120.3857,2133
P142,39.12354,-119.81072,1782.358
P143,38.760162,-119.764821,1734.138
P144,39.466699,-120.89297,1437.424
P145,41.357688,-119.624326,1755.1957
P146,39.337459,-120.537284,2347.844
P147,39.937382,-120.284398,2489.437
P148,40.418584,-120.805946,1585.068
P149,39.60212988,-120.104975,2634.6887
P150,39.29238024,-120.033854,2619.0912
P151,40.28890152,-120.077264,1313.0511
P154,41.807078,-123.360034,320.325
P155,41.27243,-123.18877,1784.537
P156,40.024442,-123.906116,488.9943
P157,40.247546,-124.308072,695.8108
P158,40.42249,-124.107208,873.6918
P159,40.50478,-124.28277,608.639
P160,40.551251,-124.133271,94.2332
P161,40.637363,-124.213085,32.4526
P162,40.691094,-124.237037,-6.4479
P163,40.219571,-124.057289,425.2537
P164,40.119256,-123.693339,1148.3168
P165,40.245548,-123.853264,545.6348
P166,40.435183,-123.862828,665.2745
P167,40.543704,-123.880177,1021.1503
P168,40.668637,-123.881459,1093.4662
P169,40.791144,-123.967652,689.3801
P170,40.880232,-123.863281,918.1216
P171,36.485523,-121.792517,572.759
P172,36.22807,-121.76723,313.183
P173,35.94571615,-121.290334,339.2363
P174,36.30215,-121.05088,342.688
P175,36.425902,-121.134856,451.3738
P176,37.47177,-122.35712,434.35
P177,37.52816,-122.49504,72.313
P178,37.534513,-122.332347,129.602
P179,42.098967,-123.685555,402.615
P180,36.29283,-121.40322,693.76
P181,37.914544,-122.376755,72.2289
P182,38.495009,-123.181229,397.291
P183,38.313662,-123.068886,10.4155
P184,39.117159,-123.70892,109.425
P185,39.261298,-123.749319,146.823
P186,39.15017804,-123.51815189,372.8172
P187,39.352477,-123.60254,164.0094
P188,38.667851,-123.229547,209.365
P189,38.987448,-123.348428,176.9469
P190,39.241955,-123.204047,202.8163
P191,42.275351,-123.632247,371.795
P192,39.319728,-123.105188,259.7105
P193,38.12294,-122.9081,67
P194,38.18571,-122.816241,235.637
P195,38.66466,-122.959292,147.336
P196,38.298143,-122.742641,90.5481
P197,38.42856,-122.767385,0.0232
P198,38.259874,-122.607449,-4.6018
P199,38.263691,-122.503438,55.6784
P200,38.239831,-122.451701,-25.0739
P201,38.5598,-122.65842,349.856
P202,38.42358,-122.49599,585
P203,38.866107,-122.916989,927.193
P204,38.666495,-122.710518,277.175
P205,39.39812,-122.96307,771.0815
P206,38.777817,-122.575793,283.6178
P207,39.2600449085,-122.7185672244,1826.59851
P208,39.109302,-122.303869,74.3029
P209,37.069248,-122.126698,577.69
P210,36.816136,-121.731841,3.0466
P211,36.87917,-121.698021,61.082
P212,36.96201,-121.862732,36.5907
P213,37.201712,-121.990835,167.1039
P214,37.00101,-121.79655,73.833
P215,37.04878,-121.762933,709.155
P217,37.104497,-121.650631,72.2929
P218,37.203514,-121.713959,82.7157
P219,37.34248942,-122.284821,300.8833
P220,37.329881,-122.214268,705.804
P221,37.336946,-122.099033,155.828
P222,37.539239,-122.083263,53.4959
P223,37.72205,-122.09976,140.488
P224,37.863896,-122.219059,407.3616
P225,37.713865,-122.058327,117.1601
P226,37.336775,-121.825585,5.0729
P227,37.532974,-121.789597,707.4271
P228,37.601836,-121.686936,399.0248
P229,37.749435,-121.977955,289.3338
P230,37.818964,-121.786399,648.0147
P231,36.62167,-121.905393,-25.779
P232,36.724014,-121.579024,105.889
P233,36.800421,-121.420268,197.398
P234,36.858525,-121.591225,92.5474
P235,36.814266,-121.541524,362.255
P236,36.903544,-121.55446,56.1497
P237,36.637017,-121.386813,712.117
P238,36.849079,-121.452767,44.9001
P239,36.96246,-121.54777,19.059
P240,37.007806,-121.542032,25.7487
P241,37.21301077,-121.57425956,834.2314
P242,36.953931,-121.463182,14.7886
P243,36.91818873,-121.33515223,220.7553
P244,37.010823,-121.354517,58.7177
P245,37.71312,-119.70612,1577
P247,36.559517,-121.188432,569.0757
P248,37.975604,-121.868682,230.345
P249,36.611645,-121.064411,1155.724
P250,36.950031,-121.268423,585.235
P251,36.811449,-121.347949,128.2228
P252,37.169555,-121.057729,40.1538
P253,37.478446,-121.652994,1065.61
P254,37.489628,-121.469181,1076.734
P255,37.581885,-121.324852,73.5236
P256,37.931964,-121.604839,-30.6873
P257,37.755291,-121.464034,-24.6853
P258,37.385385,-121.283257,391.361
P259,37.43302,-121.100579,3.8736
P261,38.15296,-122.217539,118.1807
P262,38.025148,-122.096143,-8.5604
P263,38.5777,-122.42917,555
P264,38.444215,-122.195329,231.0486
P265,38.530185,-121.954194,8.0781
P266,38.183968,-121.843526,22.4679
P267,38.380335,-121.823234,-17.4698
P268,38.473526,-121.646411,-23.9231
P269,38.99945,-122.35439,325
P270,39.24377,-122.055212,-12.3082
P271,38.65735,-121.714549,-18.1944
P272,39.145482,-121.943062,-12.0474
P273,38.115812,-121.388077,-26.3992
P274,38.283123,-121.460512,-27.7892
P275,38.321529,-121.214586,-5.234
P276,38.645308,-121.095164,207.2723
P277,37.19238,-122.36687,117
P278,35.711251,-121.060752,465.8736
P279,35.79064668,-121.0620156,469.9232
P280,35.544053,-120.347604,476.4243
P281,35.8411,-120.3895,383.8
P282,35.837808,-120.345213,394.6787
P283,35.806669,-120.285255,434.1905
P284,35.933259,-120.906843,512.233
P285,36.417179,-120.981481,805.7353
P286,36.515904,-120.85304,539.412
P287,36.024834,-120.69783,609.7619
P288,36.140206,-120.8789,397.716
P289,36.10684,-120.7488,541.241
P290,36.178939,-120.728252,987.7468
P291,35.922771,-120.644754,661.965
P292,36.00746,-120.47527,1016
P293,36.089359,-120.542978,539.451
P294,36.123236,-120.439882,509.3942
P295,35.697076,-120.842381,583.4905
P296,36.05165,-120.363546,265.92
P297,35.974085,-120.551857,629.306
P298,36.015837,-120.294044,323.849
P299,36.256814,-120.710182,809.968
P300,36.304427,-120.27698,137.2963
P301,36.806291,-120.743052,89.229
P302,36.634727,-120.618575,122.6695
P303,37.054383,-120.705295,-1.7224
P304,36.739004,-120.356598,17.2246
P305,37.352214,-120.196758,96.0555
P306,37.795167,-120.644458,82.5194
P307,36.94727,-120.057919,49.5085
P308,37.90114,-119.84019,1502
P309,38.08999,-120.951237,41.4129
P310,38.7356,-120.33432,1791.893
P311,37.17756281,-118.519801,3698.6484
P312,39.529178,-123.698374,254.9418
P313,39.554288,-123.564544,651.7756
P314,39.685663,-123.581847,1251.9486
P315,39.863582,-123.716895,257.9339
P316,41.559129,-124.086129,235.404
P317,39.90567,-123.551849,1118.6669
P318,39.452369,-123.371853,594.9515
P319,39.707097,-123.295078,513.0226
P320,39.49282677,-123.186785,392.4294
P321,39.89722003,-123.394947,1133.6842
P322,39.96214382,-123.182482,1433.9222
P324,40.256838,-123.655737,509.3602
P325,41.151665,-123.882592,914.979
P326,40.575314,-123.69893,1261.6763
P327,40.47886033,-123.573064,710.0611
P329,40.08221,-123.45203,1035.063
P330,40.324065,-123.135566,1653.456
P331,40.73291,-123.324127,1542.427
P332,40.54665,-123.174504,684.5021
P333,39.621377,-122.975738,2009.324
P334,39.493588,-122.735856,1936.726
P335,39.7261900821,-122.8736366522,2229.49791
P336,39.528076,-122.430468,287.219
P337,40.296185,-122.868789,1193.768
P338,40.747553,-122.923028,672.216
P339,40.034106,-122.668234,980.049
P340,39.40933,-123.04981,865.232
P341,40.650656,-122.6069,406.8486
P343,40.887124,-123.334195,1617.914
P344,39.929119,-122.027956,50.289
P345,40.271234,-122.270806,134.0829
P346,39.7947,-120.86745,2039.37
P347,41.18334,-120.94845,1269.3
P348,40.905546,-121.828002,1668.0733
P349,40.731086,-122.319351,275.4015
P350,43.5327575,-114.862838,2388.3
P351,43.87441464,-114.719163,2692.6076
P352,43.84905901,-114.096075,2474.6709
P353,44.0545385,-113.978801,2041.0086
P354,44.108511,-113.97894,2000.2929
P355,44.2179226,-113.722086,2329.2
P356,43.816631,-110.489097,2228.406
P357,44.22710523,-113.581892,2295.3447
P358,44.401892,-113.24065,2419.993
P359,43.48249,-111.52949,2117.12
P360,44.317852,-111.450677,1857.861
P361,44.560342,-111.439675,2931.567
P362,42.209099,-124.225773,1012.789
P363,42.860059,-124.054033,70.769
P364,43.090323,-124.409274,6.803
P365,43.395514,-124.253466,27.472
P366,43.61431064,-123.979594,529.0887
P367,44.585242,-124.061555,23.272
P368,42.503525,-123.38342,319.4387
P369,43.140105,-123.42946,190.045
P370,42.190987,-122.656371,555.0545
P371,43.363274,-123.057899,1198.0653
P372,45.42813759,-117.25165743,1208.3142
P373,43.622519,-123.333274,169.9314
P374,44.381926,-123.59064,73.2233
P375,44.68925,-123.426971,99.572
P376,44.94120281,-123.102266,180.8644
P377,44.052119,-122.887058,142.4087
P378,44.534978,-122.930866,83.51
P379,44.4965,-122.577028,1222.146
P380,42.25967,-121.779697,1390.8299
P381,43.001772,-119.951788,1567.949
P382,43.17705663,-121.769574,1453.2353
P383,44.34218451,-122.21722,1295.5936
P384,44.84113055,-122.482818,1182.5761
P385,44.434844,-121.945818,1121.224
P386,44.402823,-118.967801,1103.973
P387,44.296752,-121.574461,963.041
P388,42.46878,-120.37761,1405.7496
P389,43.811988,-120.603345,1397.891
P390,43.034,-118.92847,1555.358
P391,42.25462924,-118.412473,1834.2305
P392,43.446754,-119.000985,1316.038
P393,43.234491,-117.892023,1238.852
P394,44.834876,-117.799622,1011.195
P395,45.022279,-123.857527,53.0394
P396,45.309351,-123.823049,232
P397,46.421615,-123.799144,566.619
P398,46.92578,-123.916129,23.808
P399,47.43391969,-123.612961,919.4293
P400,47.51391,-123.8118,87
P401,47.937188,-124.557019,36.2074
P402,47.766217,-124.305881,23.992
P403,48.06236,-124.14086,284.6646
P404,45.158534,-123.390328,79.0413
P405,45.629327,-123.643757,955.6666
P406,45.190372,-123.152256,27.2875
P407,45.954649,-123.931006,-13.1074
P408,46.200502,-123.376586,35.2891
P409,45.851294,-123.239477,177.3003
P410,46.11114161,-123.078606,173.128
P411,45.537993,-123.157417,83.3982
P412,45.2211,-122.58909,53.598
P413,48.42651175,-120.149584,501.2769
P414,45.83486852,-122.692837,63.8521
P415,46.655991,-123.729866,-15.4061
P416,47.03994,-121.59693,1576.5268
P417,46.574738,-123.29793,102.488
P418,47.23664,-123.407797,115.469
P419,47.40929859,-123.366526,935.9887
P420,46.588602,-122.866332,74.1164
P421,46.531856,-122.429229,220.5774
P422,46.797861,-116.979668,844.205
P423,47.287904,-122.94121,39.967
P424,47.82318382,-122.874713,-1.5792
P425,46.45269385,-122.845399,64.2789
P426,47.80287,-122.514569,3.657
P427,45.430179,-122.340631,149.2114
P429,45.676128,-121.87736,25.5712
P430,47.003844,-123.436222,-4.3983
P431,46.572077,-121.988437,1423.091
P432,46.622856,-121.68323,318.8856
P433,44.5328,-119.8716,1185
P434,47.7402025,-121.075609,1698.0334
P435,48.059549,-123.503278,287.3433
P436,48.045303,-123.134348,190.8794
P437,48.001805,-122.459141,12.802
P438,48.419143,-122.670246,-9.598
P439,48.708193,-122.909303,-13.867
P440,48.856193,-122.493341,6.3607
P441,48.91597874,-122.139642,115.2
P442,48.26048,-121.615549,146.8887
P443,48.50964768,-121.28556,1062.1105
P444,48.730219,-121.067547,493.868
P445,45.590123,-120.672246,436.0828
P446,46.115658,-122.892771,-16.095
P447,45.452816,-119.690108,471.654
P448,45.910579,-120.0052,261.4617
P449,46.259792,-119.630996,208.4506
P450,45.953335,-119.544194,163.69
P451,46.792787,-119.041361,351.4491
P452,47.403549,-119.487282,323.0625
P453,47.759133,-118.745456,644.231
P454,47.953816,-118.992578,478.952
P455,44.485563,-112.728534,2594.547
P456,44.86349,-111.22511,2956.2914
P457,45.041222,-111.272619,2262.538
P458,44.765682,-111.301496,2394.501
P459,43.748323,-110.745796,2136.279
P460,45.139986,-111.028594,2197.8176
P461,45.35425,-110.758683,1544.0826
P462,36.071312,-116.628694,1335.117
P463,36.02246,-117.16469,1355
P464,36.159042,-117.409986,912.218
P465,36.466829,-118.132419,2902.264
P466,36.53124,-117.78944,2751
P467,36.570202,-118.090623,1380.1261
P468,36.975678,-118.118348,2853.955
P469,37.23142,-117.93581,1795
P470,34.462404,-117.393888,991.3835
P471,33.562124,-117.540864,174.7547
P472,32.889208,-117.104693,137.8629
P473,32.733775,-116.949513,188.5841
P474,33.355192,-117.24869,182.926
P475,32.66639,-117.243919,-24.261
P476,33.439648,-117.189675,309.7667
P477,33.5028,-117.11337,334.5322
P478,33.235714,-117.071589,371.5899
P479,33.493317,-116.782928,1093.8373
P480,32.975995,-116.348534,436.0347
P481,32.822234,-116.010775,611.676
P482,33.240178,-116.671411,878.7179
P483,33.059163,-116.569323,1375.5611
P484,33.375592,-116.620836,1382.4815
P485,33.210211,-116.409038,372.1442
P486,33.260191,-116.322284,126.3021
P487,33.213526,-116.183057,90.988
P488,33.20101,-116.078795,62.48
P489,33.296208,-116.111593,291.065
P490,33.523457,-116.42589,2623.183
P491,33.574678,-116.226823,4.2411
P492,32.887043,-115.969435,69.612
P493,32.954698,-115.824876,198.225
P494,32.759655,-115.732065,-44.3328
P495,33.04496,-115.628392,-83.9901
P496,32.750626,-115.595952,-40.1417
P497,32.834735,-115.57703,-51.0537
P498,32.89843,-115.569564,-58.0605
P499,32.979607,-115.487912,-74.1903
P500,32.690047,-115.299931,-20.5964
P501,32.875757,-115.397912,-55.6872
P502,32.982452,-115.421911,-66.0587
P503,32.94891,-115.720167,32.94891
P504,33.516411,-115.765846,84.0096
P505,33.423874,-115.686999,-57.7931
P506,33.081431,-115.510197,-83.373
P507,33.199977,-115.612404,-78.3696
P508,33.247781,-115.428704,10.6892
P509,32.890664,-115.293917,-29.6093
P510,33.143575,-115.343332,1.5221
P511,33.886935,-115.2961,273.3408
P512,37.562635,-119.694447,1344.7265
P513,34.907257,-120.650156,285.195
P514,35.010714,-120.409748,140.9134
P515,34.870553,-120.239849,290.6274
P516,35.1062,-120.38339,262.9758
P517,34.37636542,-118.177572,1959.1613
P518,35.02003,-120.07529,1102.432
P519,34.507814,-119.792433,810.954
P520,34.63048,-119.61639,1251.49
P521,34.88856,-119.81534,1709.738
P522,35.08661122,-119.536062,991.0873
P523,35.304449,-120.860271,41.3699
P525,35.425761,-120.808125,271.978
P526,35.635973,-120.869735,416.849
P527,35.754138,-120.604737,348.557
P528,35.327805,-120.545432,367.966
P529,35.440451,-120.353827,437.3297
P530,35.6248,-120.480432,388.3735
P531,35.79268,-120.53658,440.731
P532,35.633811,-120.267025,533.2403
P533,35.747929,-120.370952,603.1936
P534,37.061225,-122.237594,204.812
P535,35.235122,-120.101405,572.184
P536,35.279767,-120.025019,665.3619
P537,35.316795,-119.935339,581.7995
P538,35.534168,-120.112484,641.786
P539,35.702673,-120.182049,601.0926
P540,35.801279,-120.130635,393.6623
P541,35.686731,-120.000677,209.1892
P542,35.68896,-120.2926,606
P543,35.318992,-119.71322,544.0311
P544,35.731268,-119.738034,33.655
P545,35.499838,-119.535792,51.417
P546,35.927904,-120.154884,635.2459
P547,35.934703,-119.90936,45.8728
P548,34.46697,-119.50386,1200
P549,34.5996,-119.326338,1250.2763
P550,34.660078,-119.114604,1526.792
P551,34.856198,-119.154569,1550.2888
P552,35.6867,-120.245,612
P553,34.835094,-118.878967,1335.8353
P554,34.792292,-118.848013,1170.844
P555,34.69499,-118.66941,1096.684
P556,34.771108,-118.545452,852.6284
P557,34.944385,-118.655586,1818.2068
P558,35.138605,-118.611654,1411.4388
P559,34.838909,-118.617597,927.7012
P560,34.82181,-118.540866,838.3039
P561,34.618459,-118.399054,974.4039
P562,34.982133,-118.188744,1241.0709
P563,35.418669,-119.421165,56.6451
P564,35.62291,-119.34938,61.729
P565,35.743893,-119.236652,63.1034
P566,36.324454,-119.229286,78.233
P567,35.420946,-118.753576,706.313
P568,35.254302,-118.126498,1301.9
P569,35.377964,-118.123752,1276.405
P570,35.667348,-118.260038,810.8728
P571,36.231366,-118.766715,914.1873
P572,36.585511,-118.954581,1167.945
P573,36.09309425,-118.260498,2441.3863
P574,34.28676918,-117.633885,2873.7676
P575,34.21551,-117.542162,1928.4077
P576,35.669661,-120.969998,324.4109
P577,34.304605,-117.318912,999.5331
P578,35.69451,-120.23883,557
P579,35.038762,-118.005764,834.2081
P580,35.62094475,-117.19222519,1666.429
P581,34.509738,-117.729001,972.7884
P583,34.987003,-117.543392,730.7603
P584,33.892602,-116.95164,738.7379
P585,34.019343,-116.545732,958.868
P586,34.534843,-117.28052,809.3925
P587,34.33223293,-118.031337,1600.7703
P588,34.785437,-117.267599,709.7864
P589,34.620667,-117.110189,1148.0642
P590,35.11677695,-117.36475,678.5257
P591,35.152424,-118.016474,708.8334
P592,35.23844,-117.30366,1048
P593,35.387865,-117.205045,1376.494
P594,35.896711,-117.390132,937.4172
P595,35.69756,-117.402835,644.4333
P596,35.998173,-116.889509,431.19
P598,34.192457,-116.710253,2747.181
P599,34.21717,-116.537464,1323.8488
P600,33.865846,-116.211875,792.0758
P601,33.959297,-116.080227,1242.6331
P602,35.7292,-120.22738,686
P603,34.716902,-116.02949,625.444
P604,34.93683,-116.67145,588.4287
P605,34.341,-117.93663,2419.7083
P606,34.462064,-116.879623,863.3551
P607,33.74104,-115.820652,958.7182
P608,33.99409,-115.68652,655
P609,34.062681,-116.892803,2721.945
P610,34.425747,-115.763724,343.8461
P611,35.204774,-115.649811,1333.0259
P612,34.187382,-117.315516,531.7175
P613,34.196185,-117.049948,2355.858
P614,34.73179,-115.250249,491.765
P615,35.204609,-116.762909,995.1514
P616,35.42454,-117.89328,1085
P617,35.320643,-116.571644,887.6913
P618,35.14189,-116.103931,263.3655
P619,35.52594815,-116.121803,388.9497
P620,35.78536,-116.14491,669.449
P621,35.472761,-115.54395,1420.5134
P622,35.162992,-115.365864,1524.4692
P623,34.188934,-114.599404,267.7577
P625,34.844439,-114.96513,607.551
P626,35.291119,-115.238277,1442.7673
P627,37.973097,-118.37851,2342.761
P628,37.934226,-119.249338,2925.024
P629,37.3758664,-119.179372,2725.6721
P630,37.613036,-119.000441,2740.5906
P631,37.605321,-118.915924,2660.397
P632,37.78565,-119.08606,2412
P633,37.91345998,-119.032987,2293.0197
P634,37.696588,-119.025765,2468.048
P635,37.839309,-119.137975,2484.787
P636,37.962767,-119.146691,2739.657
P637,37.91410551,-119.083698,2031.6741
P638,37.73432,-118.94348,2491.9
P639,37.654558,-118.868693,2339.859
P640,37.891734,-118.960392,2201.514
P641,37.87819151,-118.851918,2527
P642,37.591363,-118.816655,2667.985
P643,37.56155,-118.69815,2122.597
P644,37.495388,-118.684387,3459.253
P645,37.54127357,-118.593456,2008
P646,37.67703,-118.819972,2102.583
P647,37.75436378,-118.767703,2235.5
P648,37.800011,-119.019197,2572.982
P649,37.903452,-118.736215,2154.551
P650,37.891272,-118.554886,2298.795
P651,37.563105,-118.386968,1317.341
P652,37.589154,-118.238437,3865.985
P653,37.737495,-118.471645,1826.91
P654,38.05793,-119.150174,2054.062
P655,41.294481,-122.206306,1542.99
P656,41.344835,-122.195822,2399.075
P657,41.381235,-122.293833,1684.897
P658,41.479173,-122.190896,1915.633
P659,41.453729,-122.092648,1791.539
P660,41.409587,-122.06766,1587.657
P661,41.463594,-122.312655,1324.635
P663,41.531935,-122.152907,2238.459
P664,40.47319,-121.49589,2569.63
P665,40.456124,-121.525739,2327.299
P666,40.465341,-121.514494,2472.051
P667,40.465822,-121.467425,2334.572
P668,40.50899,-121.463061,1982.996
P669,40.49212456,-121.603786,1842.9326
P670,40.539889,-121.577178,1735.221
P671,40.40914099,-121.428208,1958.8122
P672,41.71157,-121.506937,1435.104
P673,41.585819,-121.612999,2018.347
P674,41.616318,-121.48997,1897.694
P675,42.212222,-112.718821,1559.1158
P676,44.654217,-111.33795,2189.7777
P677,42.878919,-113.868302,1284.8156
P678,43.448964,-112.80455,1535.3416
P679,44.0398221,-113.306481,1936.2
P680,44.598357,-111.098749,2315.9239
P681,44.399776,-112.636473,1976.0646
P682,42.50330188,-110.907523,2324.2
P683,42.826692,-111.734524,2066.388
P684,43.919149,-111.450486,1693.9394
P685,44.067942,-111.83014,1607.479
P686,44.25205,-111.155022,2165.981
P687,46.109572,-122.354639,391.0932
P688,46.03012,-122.16416,1165.7457
P689,46.189554,-122.36062,1359.4547
P690,46.179989,-122.189869,2078.9049
P691,46.231479,-122.226948,1183.257
P692,46.224494,-122.184192,1492.233
P693,46.210322,-122.202348,2112.9896
P694,46.29962943,-122.181931,1725.6781
P695,46.198987,-122.164213,2015.6652
P696,46.19688124,-122.151636,1600.0084
P697,46.187642,-122.176609,2214.604
P698,46.17346567,-122.160612,1479.3712
P699,46.189783,-122.203226,2274.1161
P700,46.17813,-122.217349,1522.033
P701,46.19462,-122.133336,1247.789
P702,46.300161,-122.345648,1305.7039
P703,46.1453,-122.19629,973
P705,46.173,-122.31063,1156
P706,45.04347,-112.524089,1810.6818
P707,44.71877032,-111.837164,2292.8035
P708,43.78639,-110.933579,2999.256
P709,44.391795,-110.286006,2379.6957
P710,44.095748,-110.732128,2173.145
P711,44.635565,-110.861066,2118.7243
P712,44.95747,-111.07238,2161.4916
P713,44.38967101,-110.543734,2368.5655
P714,44.89584921,-110.744422,2250.178
P715,43.500769,-109.689852,2988.2088
P716,44.718258,-110.511512,2386.6462
P717,44.485406,-109.897291,2270.2261
P718,44.753095,-109.376294,2577.796
P719,45.217757,-111.789024,1706.3138
P720,44.943101,-110.306257,1923.9544
P721,45.002876,-110.002049,2236.3051
P722,45.457224,-109.57101,1452.7978
P723,37.380422,-118.724761,3198.424
P724,37.43947699,-118.561069,1371.623
P725,37.088891,-119.745591,331.55
P726,37.280524,-118.146682,2202.845
P727,37.273574,-118.466758,2677.844
P728,39.17769999,-106.973981,3426.126
P729,34.26308,-119.09604,36.823
P730,41.359193,-120.828235,1822.953
P731,41.33251,-120.472746,1391.783
P732,43.39249922,-123.89137,582.0927
P733,42.4420156,-124.413298,184.5556
P734,42.07663,-124.293241,113.711
